GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
BCAP31,-1.012296602,0.308580968,0.760798368,1.105062555,-1.395680263,-0.402421713,0.087883821
FAM98A,-1.183980382,-1.01489007,1.51921718,-0.100232317,-0.270148955,0.476421296,-0.219472384
LTBP2,2.291787481,0.628410955,-0.680813697,-0.141276746,0.457125594,-1.612615229,0.128086163
KMT2A,-1.192315475,0.390449865,0.45316075,-1.095835117,-0.222405339,1.142417093,0.826951596
IFT46,-1.299250856,1.085437477,-0.466517841,0.166486585,-1.361868467,0.227040453,-0.721519114
TMEM25,3.312578619,-0.032912082,-0.297028043,-1.784946247,-0.377628844,0.064879586,0.771298537
TRAPPC6A,2.317119118,-0.360821209,1.917412285,-0.30499699,-0.985427432,-0.822046402,-0.425656961
SUPT6H,-1.863418026,0.772185988,0.797583374,-0.553649251,-0.808662849,-0.401751527,0.387184298
SPAG5,1.89040205,-0.627269957,0.763512605,0.661618825,-0.914267686,-1.528941968,-0.040149861
UNC119,2.075154568,0.544733602,-1.067168205,-0.217296225,-2.017857293,-0.148223526,-0.495850185
RAB34,0.450148068,0.25741289,0.607354964,0.93856687,-1.82008981,-1.053925282,-0.784039652
SDF2,-1.151643944,2.201213043,0.228993583,-0.407941824,0.099536923,-0.637203843,0.804825232
BBC3,1.54022135,1.034319882,1.160073374,-0.576215667,-1.05338061,-0.581705429,0.813774731
PSMC3,-2.317229057,0.673570834,-0.243593316,-0.380473976,-0.038952864,0.090862238,0.143879295
ACP2,-1.075242675,0.877187456,-1.585329293,0.316258366,-1.086591814,0.165023817,-1.058703633
RAPSN,-2.466123988,-0.537379572,0.177356154,-0.137311956,0.284450309,-0.81550693,-0.032204999
SLC39A13,-2.166806891,0.209902483,-0.614710664,0.928860448,0.215125144,-0.043870417,0.018508852
CELF2,-2.406720956,-1.091452596,-0.379873436,0.182238901,0.235285165,-0.251760207,-0.353746808
NR1H3,-1.580886297,-1.702140303,-0.377041755,-0.924427437,0.302750278,-0.72929409,-1.016137104
DDB2,-0.658818859,-1.001319366,-1.511679215,0.382191889,1.635939062,-1.106731052,-0.909730744
SPI1,1.827526191,-0.046630653,-2.164016294,-0.826291966,-0.881136837,0.567277609,1.421262504
SF3A1,-0.339347496,-0.326088735,0.333142032,-1.617621052,0.369837259,1.623643208,1.035536752
STAT6,-0.91703672,0.690024983,0.125445029,0.015186979,-1.293269389,1.019989338,0.891980973
NAPSA,-0.635130522,-0.434807151,-1.267960008,0.830726119,-1.180308857,0.042233402,0.393409694
VRK3,-1.911874038,-1.052134274,-1.151828218,0.578488294,-0.353609058,-0.478415675,0.091930495
SMG9,-2.015252158,0.462123052,-0.382966769,-0.267041315,0.029754258,0.398090031,0.143549136
PAXIP1,2.414914059,0.031962274,0.31112392,-1.177138071,-0.199946031,-0.003110349,-1.161688766
RMND5A,-2.2789367,0.824808648,-0.279961367,0.081625755,-0.092346603,0.031187909,0.167540259
MOV10,1.77625932,-1.41223321,-0.858650848,-0.073453979,-1.688606713,-0.269239824,-0.094710242
PPM1J,-2.170340996,-0.724143737,-1.273158133,0.288889165,0.043185216,-0.24408972,-0.032557064
RHOC,-0.466331625,0.826453101,0.373594343,1.867200186,-0.228867059,0.514033072,-0.387578215
TEAD3,3.071806441,0.031052315,0.382534631,-0.622169336,-0.07862024,1.122933786,-0.436863818
PPARD,-0.609646106,-1.318366984,1.693183966,0.945376181,1.349330672,-1.032686747,0.508991461
DEF6,1.845769955,-0.891663155,-0.36191663,0.853744184,-1.539351179,-0.366613717,-0.511755853
PEG3,0.850654989,-0.832681032,1.34040129,-0.585789,-0.29986733,-2.823962588,0.71529385
METRN,2.840445106,1.387871662,-0.605235006,-0.27227983,0.67428435,-1.469318123,0.278327735
LMF1,1.367851707,-2.282207447,0.509092857,-1.239780753,1.877187306,-0.56425902,0.889483895
CIAO3,1.118864443,0.412906768,1.973662312,-1.727669083,-0.37863383,0.939716606,-0.014755214
ANGPTL4,0.687909655,1.075756527,0.393347251,2.238226588,0.118796593,-0.984613255,-0.967465372
DBF4,1.87261347,-2.079892355,-0.910127846,1.250677074,-0.15162923,-0.072127591,-1.535166216
DAXX,-1.947835108,-0.32668799,0.288190953,-0.914021718,-1.07430447,-0.09999298,0.25076913
CD320,-1.02403745,0.113313809,1.106322688,-1.538168214,1.265444529,0.252575311,0.972400472
IPO4,-2.148631222,9.48946370559894e-05,-0.50219935,0.59979414,-0.235217393,0.60970694,-0.008413404
TM9SF1,-0.737921466,0.035708134,0.472070417,0.143945025,-1.024814808,0.435173971,-0.205044055
IRF9,1.3952527,-1.909751739,0.150341302,0.246695075,-0.890946188,1.101439268,1.044500124
GMPR2,1.610425255,0.626268586,-1.019998545,1.136423753,0.530976485,-0.799742582,0.783736907
DHRS1,-0.936834338,1.99994401,0.740517873,-0.473530375,-0.365079262,-0.169623917,0.91278025
TMEM161A,-1.833632658,1.305194834,-0.198478925,-0.085844871,0.099356963,-0.226432124,0.889167123
ARMC6,-1.758231719,0.797289566,0.996616531,0.446607124,-0.002878248,0.221355417,-0.032730984
BORCS8,-1.205516295,-1.071514024,-0.437779066,-1.883205809,1.055503487,-0.207132088,0.795747621
SLC25A42,0.837879605,1.11313574,0.213459682,-2.192418675,-1.490042773,-0.596758547,-0.313002028
SNX9,-1.960313158,0.75958776,-0.92751553,0.318012943,-0.392270183,-0.849554574,0.494339369
RANBP3,-2.057362201,-0.036432887,0.627333217,0.660156929,-0.366487648,0.008164435,-0.46175395
NDUFA11,0.937447351,2.521022296,1.071992521,-1.531388398,0.42457168,-0.197784058,0.020493183
NR2F6,0.84058957,0.91615478,0.432020405,0.8370964,2.065842774,0.660225159,0.751411493
USE1,1.100269986,2.511520171,1.056302878,0.270611846,-0.099452863,0.526784626,-0.207596973
OCEL1,2.816629851,-0.934223851,-0.287394784,-0.458118235,0.253551426,0.618313121,-1.508526347
DYRK1B,0.008353736,1.798602393,0.345387072,2.109234686,0.423711074,-0.865020543,-0.299239192
BRAF,-0.48945239,-1.106538894,0.959031807,-0.161645894,-1.145136565,0.254048026,-0.281123637
NDUFB2,1.753768405,2.338478463,1.028142883,-1.028474364,0.25268556,0.446886644,0.241605659
HLTF,2.74152516,-0.81273203,1.43925282,0.075186942,-0.833972528,-0.56365637,-0.676938592
PRPF6,-1.939957008,1.089788792,0.449155807,-0.911093374,-0.228168247,-0.285027604,0.107230226
RGS19,0.341417264,0.926356241,-1.580167669,0.59127118,-1.628136082,0.244042326,-0.303465981
ABHD3,1.368773403,-1.612580105,-0.235114486,1.63939688,-0.97871946,-1.787096857,-0.747683639
SNRPD1,-0.557708161,-0.688729763,-0.148243076,-0.608472222,-1.189144834,-0.331976555,1.198245073
TIAM1,-0.810587213,0.790721694,-1.403213515,0.301388948,-1.182034221,-1.114341596,1.326378309
TSC2,-1.238375213,1.769703278,-0.130236857,0.279231252,-0.323577247,0.90673531,-0.071499904
RPL3L,0.041553515,2.340809412,-0.531374545,-1.599736496,0.131703513,0.377212461,-0.005734916
NHERF2,2.144942752,0.588030442,1.314908397,-1.357218424,0.731257557,1.409534333,0.524638494
PUF60,-1.779106479,0.780803775,1.202710187,0.360611582,0.28653557,-0.104762152,-0.325713063
UCK1,0.543991488,-1.440034382,1.845546964,0.332471816,-0.9181796,-0.906856351,-0.649961463
SCIN,1.681323669,1.840750228,-1.871377943,-0.207101686,0.322864364,-1.542002622,0.461067022
IKZF4,-0.240415883,-2.798366228,0.189356117,-0.155542861,0.416376752,0.055170955,-0.306739177
MIEN1,1.179493129,0.005217249,-0.038934289,1.864428143,0.143408891,-0.281078776,-1.26124868
PON1,-0.199720415,-1.525488214,0.432516518,1.104431558,-1.301603332,-0.842064179,-0.118854111
AXL,2.20663035,1.782275672,-0.943899354,1.322983661,-0.681043129,-0.117438329,0.419937044
TGFB1,2.372202331,0.142398017,-1.025005215,1.480753959,-0.877531175,0.982558422,0.910937921
CCDC97,-1.623873076,1.419526897,0.926154064,0.004708741,-0.390538904,-0.589994691,-0.391831891
AKAP8L,-0.967109628,-1.157334479,0.369839213,-1.653424347,0.39571694,-1.694008006,-0.484252438
PDCD2L,-1.462032001,1.540571735,-0.316204646,0.524343139,-0.301261709,-1.645619066,0.010027201
GTF2F1,-0.875021538,-1.27905896,0.36162335,0.098470653,-1.370807908,0.054852853,-1.168298628
CLPP,-1.435150292,1.246390658,1.156888728,-0.777592506,0.026038735,0.483006975,-0.182037737
ALKBH7,2.873780742,1.805792518,0.40119846,-0.434748679,-0.001753369,0.601810912,0.499426703
DENND1C,0.272055532,0.193564537,-1.349773335,0.854453215,0.488069201,2.175494087,0.070815892
MED6,-1.872708929,-1.152483305,1.106131017,-1.143521227,-0.177780048,-0.767968843,-0.007021855
PRKD1,2.865447857,-0.948589267,0.872028535,-1.062808392,-0.494446248,-0.606928521,-0.812323285
LCP2,1.856166024,-1.662988716,-1.061596284,0.264522444,-1.025159977,0.417750593,1.547333054
CSE1L,-2.382062709,-0.550398121,-0.20264244,0.494242171,0.252209088,0.139932273,0.138747574
NAA20,-1.866245562,-0.785021429,-0.006392406,0.342604092,-1.187869312,0.158328141,-0.482382244
PRKRA,3.238937824,-0.844596875,-0.434836163,0.080801338,-0.875807104,-0.658014151,1.125451654
FKBP7,3.768215445,0.026000344,0.402953379,0.120126019,0.101679704,0.43671118,-0.146285601
PLEKHA3,-1.924614346,-0.754388236,0.087605427,0.926257541,-0.392164436,0.728860195,-0.317904017
YKT6,-1.170508044,0.310614227,1.320901027,1.1750593,-0.444657213,0.381310775,-0.48047781
BAZ1B,0.069826204,-0.272526578,0.902283201,-1.218207089,-0.034968143,2.353188844,0.35717128
PEX6,0.663467796,2.00180115,1.972875779,-0.788059576,-0.330248972,-0.273835359,0.253846181
MRPL2,-0.695243743,2.128257911,-2.10E-05,-0.175969599,-0.288468394,0.296282703,-1.018521855
MEA1,-1.210904,1.443513555,0.443872695,-0.143408277,-0.760932822,0.054414616,-1.355825833
GNMT,0.959708206,1.330408105,1.617109106,-0.694027983,2.116602745,-0.324002829,0.258057778
GRIN2D,1.177703276,0.842932877,-2.328638732,1.399380002,0.919386697,-0.817332472,1.215157465
KDELR1,-1.926535496,0.947240754,0.738183036,0.014711121,-0.237039231,-0.296134069,-0.096285722
TMEM143,-0.080395917,1.7520093,1.154724791,-1.104684222,0.51901792,0.770624601,-1.436642883
GGCT,-1.637009436,-0.111224877,1.290945116,-0.246511155,0.848508425,0.443821335,0.649861996
JAG2,1.321699704,-0.53155959,-1.511802866,-0.618213823,1.679168298,2.069379747,0.390274487
BTBD6,-1.457366447,1.708383306,0.33376228,0.096692924,0.851228582,0.259345282,0.954432081
NUDT14,1.045459417,2.094209751,-1.006105511,0.087526753,0.573037346,0.044468223,1.17945685
EPDR1,0.558072857,1.999155336,0.390148381,-1.661124809,-0.545345817,0.727157714,1.045836554
FLII,-1.127064602,1.405989763,-0.136732612,-0.065973027,-0.865123835,1.113093544,0.225384508
TOP3A,-1.381004017,-1.108203224,-0.339438927,0.133019463,-1.085099725,0.407447027,-0.68507774
ATG4D,-1.682893151,-0.569430375,0.94817733,-0.621419421,0.897764942,0.753425125,0.603622958
QTRT1,1.23791576,-0.994510582,0.822801572,-1.61454874,1.48553091,-0.168463989,0.69071875
PLIN4,-0.332976206,1.702087398,1.361804835,-0.74748716,1.263885003,-0.959034853,-0.377746671
HDGFL2,-1.348084629,1.786479688,-0.478697567,0.398324088,-0.034557493,0.536329489,-0.320223619
CHAF1A,-1.360940856,0.906276268,-0.153887099,0.458581773,-0.562647252,-0.104715032,-0.726797244
ADPRH,-1.146370785,-0.017994903,1.117988849,-0.715436001,-0.810998584,1.165897481,0.673111279
TMEM39A,-2.27897191,-0.054389424,0.453992114,0.44459779,0.442774279,-0.55022132,0.435975951
TIMMDC1,-0.48982148,-0.172131764,2.432207285,0.355415688,0.047049813,0.525099971,-0.846699094
PLA1A,2.694544074,-0.476045537,-1.45992741,1.260663705,-0.283590237,0.900870597,-0.85511979
MCM2,-2.067179175,0.313168815,0.230802479,0.222161375,-0.472132669,-0.945240985,-0.365653156
TPRA1,2.52537434,-0.271820467,-0.323783229,-1.543086394,-0.484745174,1.12624649,1.212300985
NAB1,2.120287052,-0.342123064,0.028071328,0.096654797,1.686183039,1.690797744,0.602465014
ADGRE5,2.326975483,0.158336909,-0.028580565,0.133146182,-0.889598729,0.979983864,0.796900569
IL17RA,1.830091264,-1.467858,0.06252539,0.490613159,-0.51953355,0.545542326,-1.75132364
LAMB1,2.874168724,0.255564411,-0.40913827,1.233989914,-1.302330305,0.136084814,-0.023764329
ARRDC2,-0.015417955,0.276046128,0.807015262,-0.453085646,2.499228329,-0.052091649,1.852152198
CD36,2.866551242,0.779119311,1.459203373,-0.960166702,-0.532309253,-0.121842484,-0.884391828
MAP2K7,-1.248105347,1.88930817,-0.841884542,0.006952169,-0.623235427,0.573488301,-0.538336088
TIMM44,1.714608695,2.282641106,1.080408194,-0.434621019,1.127182209,0.364628114,-0.874325987
AP2A2,-2.151634338,0.292981988,-0.287304292,0.766655677,-0.410327192,0.107584589,-0.039862505
PNKP,-1.999765809,0.81891045,-1.360577228,-0.045997248,0.446214085,-0.189203972,0.244918466
MED25,-2.453678292,-0.000162902,-0.508382628,0.024644102,0.111708968,0.06488316,-0.181309403
BCAM,2.704199268,1.732878626,0.380549978,0.10833304,0.459015132,1.150994975,0.091768914
CLPTM1,-1.874245163,1.231367999,0.661090172,0.060261214,0.28046563,-0.183195749,-0.114796564
RELB,0.389255084,-0.691861308,-1.718070247,0.943442133,1.740349641,1.502843199,-0.922507497
TOMM40,-0.18376631,1.037197287,1.17229997,-1.030819591,-0.798453483,1.293676259,-0.493493507
APOE,-0.66472104,-1.278013123,-0.767079908,1.100001711,-1.760547535,-0.509935745,-0.021510274
HBP1,-1.939470768,1.449169016,-0.392437132,0.234347732,-0.029033032,-0.700626374,-0.497261813
PRKAR2B,0.890860936,-0.866927253,1.101802272,1.462747961,-1.669443952,-1.056034675,-0.796820563
CDKN1B,-2.100692256,0.924586477,0.043711435,-1.037103673,-0.159873463,-0.591060847,0.188056312
KLF4,0.453077269,1.841104409,0.162772445,1.533582011,1.044407696,0.845699935,0.344494345
AP1M1,-0.368828832,1.025427789,2.274855965,0.05133068,0.165784645,-0.368488063,-0.064155269
RAB8A,-0.676779339,-0.421189858,-0.120914626,0.01250515,-0.65302454,1.149476915,0.156356809
FAM32A,0.630356001,-0.684752705,1.795990783,0.000550366,-0.86992383,0.23889223,0.775226676
STARD3NL,1.84627979,0.105715599,-0.790678327,0.555713436,-1.311375891,1.415844927,-0.655939193
STK11,-2.016721694,1.203474434,0.14736538,0.525067073,-0.119689994,-0.353267264,-0.235844421
ATP5F1D,1.841779299,2.193086131,1.219350607,-1.195618597,0.139397001,0.364697155,-0.113707802
PPP5C,-1.494012901,1.119281369,1.131321241,-1.063636002,-0.280843645,0.159876967,0.320930812
CDK12,-1.60844547,-1.35967398,0.186548875,-0.843573993,0.480990549,0.040927716,-0.614175628
LIPE,0.654180559,-0.24042132,0.790458576,1.300255762,-1.645881649,-1.396538166,-1.221948028
PAFAH1B2,-0.084153999,-0.016614547,0.485835462,0.661341517,-0.700053083,0.757861799,0.078650288
TBC1D8,-1.765439184,-0.800298007,0.456403115,0.340306902,0.516531707,-1.074718843,-0.946853135
CNOT11,-2.164043602,0.430060932,-0.047356551,-0.219225168,-0.208634296,0.447673168,0.616841913
FOXJ2,-1.770716722,0.73455291,-0.59472129,-0.320623256,-1.08786153,-0.524716693,0.710698993
SRI,2.897563655,0.975247838,-0.418307843,-0.263070879,-1.033848039,0.087483379,-0.677647644
DGCR2,-0.025497162,0.496723,1.507663775,-0.666046122,-0.208547482,1.625180063,0.971632784
IRF3,-1.788799344,0.550530248,0.710250921,-0.380751502,0.560416251,0.039444227,-0.134772722
BCL2L12,-0.544484068,0.744555468,0.362240689,0.995465795,-0.060111467,-1.480881794,1.411434829
MPND,-0.310056098,0.767047767,-0.511651425,0.872162842,-0.266603251,-1.999552673,0.299944361
SH3GL1,-0.470949412,-0.766389901,1.725415842,0.154178109,-0.304280839,1.004853447,-0.267206873
YJU2,-1.535097608,-0.084634045,-0.441027174,-1.411201318,0.589105583,-0.15652498,-1.513664959
RANBP2,-2.245522024,0.400171275,0.121561353,-0.04034091,-0.321510514,0.567668122,0.200667467
EDAR,-0.124721843,1.768071922,-0.688599785,0.473865558,0.944605268,-1.727977458,-0.189083967
GRK5,2.232223832,-1.643076356,0.098723207,0.266855792,-1.175468534,0.199246832,-0.006468199
DVL3,-0.853827469,-1.24485598,0.534015348,-1.131038895,-0.54824527,1.352849617,0.972625195
ABCF3,-2.284188412,0.286326828,0.412069422,-0.535162745,-0.147317074,0.306577471,-0.009393558
EIF2B5,-2.379325687,0.359346998,0.194323895,-0.138100555,0.084161853,-0.217292505,-0.39846097
CYTH2,-0.334422477,0.415411044,0.589909162,-0.397640377,-1.687364664,0.573249181,-0.476495573
CA11,-2.0190847,0.61599654,-1.244262204,0.159027576,-0.247392536,-0.644263883,-0.819219375
DLGAP1,1.106164444,0.030852876,-1.735385222,-1.25547579,1.143899124,-2.652781899,-0.35679881
PLAG1,0.011049052,-1.757531127,1.052261241,0.704460015,0.339434434,0.725119113,-1.944921481
HCK,2.104046281,-0.747716412,-2.259595428,-0.914024142,-0.008723246,-0.111970897,-0.267340319
MRPL4,1.301958844,1.457439703,1.419811553,-0.608496971,-0.817065968,0.677760166,0.122154185
KEAP1,-2.251495511,0.078961331,0.027637088,-0.125250146,-0.432177686,0.18603164,0.238601904
GLG1,-0.279533943,1.48419804,-0.415514597,1.056526217,-0.955776571,-0.073013565,1.232624231
BTBD2,-1.423296714,1.488798176,0.770952226,0.482252184,-0.835195275,-0.222114539,-0.028162122
CSNK1G2,-1.899222344,1.036541517,0.00162768,0.794752597,0.21424113,0.370301585,0.11199995
ABHD17A,-2.325223607,0.746207572,-0.584492222,-0.432783356,0.206684015,-0.576630791,0.357875055
MOB3A,-0.57874414,1.236135073,-0.629492739,-0.024885859,-0.032940636,1.769834208,0.241984144
CACNB3,3.087999112,-0.317518838,-0.550786337,-0.567197152,0.780975439,-0.026646596,-0.280815767
FKBP11,2.614373976,1.021198615,-0.696757832,0.641621152,-0.151556798,-0.27094423,1.726733694
DDX23,-2.418645569,0.193141646,0.20919343,0.224763675,0.426631014,-0.233516485,-0.577295589
PLD3,-1.913871778,0.771499232,0.045046528,0.186058084,-0.221117766,-0.441867248,0.975737143
GRIK5,1.006320732,1.080044698,0.087374756,-0.674930198,-0.686006936,-2.686932952,-0.153067649
RABAC1,-1.964284154,1.171650301,0.550728304,-0.865571126,0.59191687,-0.644466554,0.016649273
ETV3,-1.734523267,-0.226470469,-0.078353695,-0.473279064,-1.379496432,0.345488219,-0.84094238
PRKCSH,-0.6930724,1.021927845,1.270960556,0.22869964,-0.539942341,-1.626318378,-1.184152132
ST8SIA6,2.154353064,1.460380556,1.125421296,-0.522781109,1.191307687,-0.600992655,0.176112693
FCGRT,0.10233611,0.725184155,-0.482935054,0.473596508,-2.450328872,-0.77806219,0.243551439
NOSIP,-1.597679092,1.426752797,-0.111978577,0.063899822,-0.978627464,0.255399083,-0.281060299
PIH1D1,-0.828431657,0.841991873,-1.280307977,0.926981353,0.113099458,0.682206691,0.551276295
RPS11,-2.305324449,0.499008307,0.377866611,-0.178995374,-0.00406539,-0.307472137,-0.070417602
SUPT5H,-1.863704566,1.303145167,-0.027885351,0.415356959,-0.345151852,0.348795128,-0.252628834
PAF1,-0.966820143,0.159717124,1.934090793,-0.963865086,0.0877512,0.53744228,0.319799687
TIMM50,-0.97654732,1.223550602,1.931145858,0.131623661,0.361797437,-0.461530163,0.718298275
MED29,-1.569134575,1.502490162,0.892559487,-0.25404715,0.6148482,0.460571466,-0.438893559
BICD1,1.805810139,-0.635122752,1.25537904,0.764347479,1.874759517,0.418341458,-0.134367163
NCSTN,-1.282800791,0.507118703,0.527677963,1.714392032,-0.626173841,-0.399991507,-0.098165633
PEX19,-0.281651348,2.156521094,0.875394847,-0.323660015,-0.353906764,0.912731525,-0.748958366
PHYHIP,0.137650941,0.232651024,-1.945036906,-1.133886606,0.591962862,-1.32082241,0.269844749
CRHR2,2.614491679,-1.796619202,0.647759813,-1.38043357,-0.26341033,0.916250645,0.043512929
INMT,-1.15461976,-0.760700172,0.405663396,-1.628045395,-1.272437095,-1.495985661,-0.180444819
CYP4F3,1.72921601,-0.572260654,0.034562731,0.132496505,0.200831944,-0.564922935,-0.140269649
IMPDH1,-0.220827332,1.521938491,-0.393768255,-0.318942998,-1.163617361,0.769374577,-0.687756483
PRODH,0.126420776,-0.238342485,1.098676597,-1.506318149,1.034325054,-1.73499174,0.06820042
ESS2,-1.197477176,0.314163676,-0.189201737,0.409413955,-1.18275759,-0.333147604,-0.599505316
SLC25A1,2.115572247,-1.928151958,0.06086822,0.719063069,-1.632478931,-0.939763903,-0.527045362
DDR1,-1.431988394,0.79143884,-0.461039224,-0.064596822,-1.381002448,-0.620469188,0.177261096
IER3,-0.997598706,1.956138646,0.489203585,-1.250883009,-0.06569065,-0.08452762,-0.50544248
FOSB,2.645138201,-1.920526325,0.643014494,0.762068997,1.020064291,-1.118065021,-1.07009932
KLC4,0.345488137,1.949049745,1.616958586,-0.904073768,0.39033093,0.542095061,-0.790559943
